paired_top_ranked_percentage,external_top_ranked_percentage,direction,overlap_p_value,minus_log10_p,p_value_underflow
14.3930074457753,5.846552282292,Concordant decreases,7.136176620717954e-81,80.1465344096894,False
14.3930074457753,7.27096147620589,Concordant decreases,7.952348765793156e-84,83.09950458136,False
14.3930074457753,8.69537067011978,Concordant decreases,5.778819789967368e-88,87.2381608486108,False
14.3930074457753,10.1197798640337,Concordant decreases,1.4058124742507603e-89,88.8520726073601,False
14.3930074457753,11.5441890579476,Concordant decreases,2.5087924049620476e-89,88.6005352737629,False
14.3930074457753,12.9685982518614,Concordant decreases,6.126125897965787e-94,93.2128140822552,False
14.3930074457753,14.3930074457753,Concordant decreases,6.759593875130032e-93,92.1700793962312,False
14.3930074457753,15.8174166396892,Concordant decreases,1.8833188805815666e-92,91.7250761397008,False
14.3930074457753,17.2418258336031,Concordant decreases,1.5218952260949673e-91,90.8176152452626,False
14.3930074457753,18.666235027517,Concordant decreases,8.54974167067885e-95,94.0680470072243,False
14.3930074457753,20.0906442214309,Concordant decreases,2.4026797631240767e-92,91.6193041095024,False
14.3930074457753,21.5150534153448,Concordant decreases,1.88802061467508e-89,88.7239932680937,False
14.3930074457753,22.9394626092587,Concordant decreases,2.698136426614773e-91,90.5689360947575,False
14.3930074457753,24.3638718031725,Concordant decreases,8.157133069491721e-94,93.0884624528731,False
14.3930074457753,25.7882809970864,Concordant decreases,1.6256315411585697e-90,89.7889778829578,False
14.3930074457753,27.2126901910003,Concordant decreases,2.5523492825004705e-94,93.5930598937899,False
14.3930074457753,28.6370993849142,Concordant decreases,2.3073312827824404e-92,91.6368900457237,False
14.3930074457753,30.0615085788281,Concordant decreases,2.236272105216085e-87,86.6504753534672,False
14.3930074457753,31.485917772742,Concordant decreases,2.331659626770843e-84,83.6323348471395,False
14.3930074457753,32.9103269666559,Concordant decreases,1.3447892317793022e-81,80.8713457771099,False
14.3930074457753,34.3347361605698,Concordant decreases,5.523768825404002e-81,80.2577645053201,False
14.3930074457753,35.7591453544836,Concordant decreases,2.061189986383267e-84,83.6858819760834,False
14.3930074457753,37.1835545483975,Concordant decreases,2.2226579550426802e-81,80.6531273657612,False
14.3930074457753,38.6079637423114,Concordant decreases,1.0789220932796769e-79,78.9670099136862,False
14.3930074457753,40.0323729362253,Concordant decreases,2.3205442117738114e-82,81.6344101528444,False
14.3930074457753,41.4567821301392,Concordant decreases,6.024054834105302e-81,80.2201110836133,False
